name,symbol,sector,exchange,country
CervoMed Inc. ,CRVO,Health Care,NASDAQ,United States
Corvus Pharmaceuticals Inc. ,CRVS,Health Care,NASDAQ,United States
CrowdStrike Holdings Inc. Class A ,CRWD,Technology,NASDAQ,United States
Crown Crafts Inc ,CRWS,Consumer Discretionary,NASDAQ,United States
Champions Oncology Inc. ,CSBR,Health Care,NASDAQ,United States
Cisco Systems Inc.  (DE),CSCO,Telecommunications,NASDAQ,United States
CoStar Group Inc. ,CSGP,Consumer Discretionary,NASDAQ,United States
CSG Systems International Inc. ,CSGS,Technology,NASDAQ,United States
Canadian Solar Inc. Common Shares (ON),CSIQ,,NASDAQ,Canada
CSLM Acquisition Corp. Class A Ordinary Share,CSLM,Finance,NASDAQ,United States
CSLM Acquisition Corp. Warrant,CSLMW,Finance,NASDAQ,United States
Complete Solaria Inc. ,CSLR,Technology,NASDAQ,United States
Complete Solaria Inc. Warrants,CSLRW,Health Care,NASDAQ,United States
CSP Inc. ,CSPI,Technology,NASDAQ,United States
Calamos Strategic Total Return ,CSQ,Finance,NASDAQ,United States
Chicken Soup for the Soul Entertainment Inc. Class A ,CSSE,Consumer Discretionary,NASDAQ,United States
Chicken Soup for the Soul Entertainment Inc. Warrant,CSSEL,Consumer Discretionary,NASDAQ,United States
Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025,CSSEN,Consumer Discretionary,NASDAQ,United States
Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock,CSSEP,Consumer Discretionary,NASDAQ,United States
Caesarstone Ltd. Ordinary Shares,CSTE,Industrials,NASDAQ,Israel
Castle Biosciences Inc. ,CSTL,Health Care,NASDAQ,United States
CapStar Financial Holdings Inc. ,CSTR,Finance,NASDAQ,United States
Capital Southwest Corporation ,CSWC,Consumer Discretionary,NASDAQ,United States
Capital Southwest Corporation 7.75% Notes due 2028,CSWCZ,Finance,NASDAQ,United States
CSW Industrials Inc. ,CSWI,Industrials,NASDAQ,United States
CSX Corporation ,CSX,Industrials,NASDAQ,United States
Cintas Corporation ,CTAS,Consumer Discretionary,NASDAQ,United States
Community Trust Bancorp Inc. ,CTBI,Finance,NASDAQ,United States
Carmell Corporation ,CTCX,Health Care,NASDAQ,United States
Carmell Corporation Warrant,CTCXW,Health Care,NASDAQ,United States
Computer Task Group Inc. ,CTG,Technology,NASDAQ,United States
Charles & Colvard Ltd ,CTHR,Consumer Discretionary,NASDAQ,United States
Cytek Biosciences Inc. ,CTKB,Health Care,NASDAQ,United States
Cantaloupe Inc. ,CTLP,Technology,NASDAQ,United States
CytomX Therapeutics Inc. ,CTMX,Health Care,NASDAQ,United States
Cheetah Net Supply Chain Service Inc. Class A ,CTNT,,NASDAQ,United States
Castor Maritime Inc. Common Shares,CTRM,Consumer Discretionary,NASDAQ,Cyprus
Citi Trends Inc. ,CTRN,Consumer Discretionary,NASDAQ,United States
Cognizant Technology Solutions Corporation Class A ,CTSH,Technology,NASDAQ,United States
Cytosorbents Corporation ,CTSO,Health Care,NASDAQ,United States
Citius Pharmaceuticals Inc. ,CTXR,Health Care,NASDAQ,United States
Herzfeld Caribbean Basin Fund Inc. (The) ,CUBA,Finance,NASDAQ,United States
Cue Biopharma Inc. ,CUE,Health Care,NASDAQ,United States
Cuentas Inc. ,CUEN,Technology,NASDAQ,United States
Cuentas Inc. Warrant,CUENW,Technology,NASDAQ,United States
Cullman Bancorp Inc. ,CULL,Finance,NASDAQ,United States
CuriosityStream Inc. Class A ,CURI,Consumer Discretionary,NASDAQ,United States
CuriosityStream Inc. Warrant,CURIW,Consumer Discretionary,NASDAQ,United States
Cutera Inc. ,CUTR,Health Care,NASDAQ,United States
CureVac N.V. Ordinary Shares,CVAC,Health Care,NASDAQ,Germany
CVB Financial Corporation ,CVBF,Finance,NASDAQ,United States
Cavco Industries Inc.  When Issued,CVCO,Consumer Discretionary,NASDAQ,United States
Central Valley Community Bancorp ,CVCY,Finance,NASDAQ,United States
Commercial Vehicle Group Inc. ,CVGI,Consumer Discretionary,NASDAQ,United States
Calavo Growers Inc. ,CVGW,Consumer Discretionary,NASDAQ,United States
Cadrenal Therapeutics Inc. ,CVKD,Health Care,NASDAQ,United States
Covenant Logistics Group Inc. Class A ,CVLG,Industrials,NASDAQ,United States
Commvault Systems Inc. ,CVLT,Technology,NASDAQ,United States
Codorus Valley Bancorp Inc ,CVLY,Finance,NASDAQ,United States
CVRx Inc. ,CVRX,Health Care,NASDAQ,United States
CVD Equipment Corporation ,CVV,Technology,NASDAQ,United States
Community West Bancshares ,CWBC,Finance,NASDAQ,United States
Consolidated Water Co. Ltd. Ordinary Shares,CWCO,Utilities,NASDAQ,Cayman Islands
CaliberCos Inc. Class A ,CWD,Finance,NASDAQ,United States
Casella Waste Systems Inc. Class A ,CWST,Utilities,NASDAQ,United States
CXApp Inc. Class A ,CXAI,Technology,NASDAQ,United States
CXApp Inc. Warrant,CXAIW,Technology,NASDAQ,United States
Crexendo Inc. ,CXDO,Telecommunications,NASDAQ,United States
Cyanotech Corporation ,CYAN,Health Care,NASDAQ,United States
CyberArk Software Ltd. Ordinary Shares,CYBR,Technology,NASDAQ,Israel
Cyclacel Pharmaceuticals Inc. ,CYCC,Health Care,NASDAQ,United States
Cyclacel Pharmaceuticals Inc. 6% Convertible Preferred Stock,CYCCP,Health Care,NASDAQ,United States
Cyclerion Therapeutics Inc. ,CYCN,Health Care,NASDAQ,United States
Cyngn Inc. ,CYN,Technology,NASDAQ,United States
CryoPort Inc. ,CYRX,Health Care,NASDAQ,United States
Cyteir Therapeutics Inc. ,CYT,Health Care,NASDAQ,United States
Cyclo Therapeutics Inc. ,CYTH,Health Care,NASDAQ,United States
Cyclo Therapeutics Inc. Warrant,CYTHW,Health Care,NASDAQ,United States
Cytokinetics Incorporated ,CYTK,Health Care,NASDAQ,United States
Altamira Therapeutics Ltd. Common Shares,CYTO,Health Care,NASDAQ,Bermuda
Citizens Financial Services Inc. ,CZFS,Finance,NASDAQ,United States
Citizens & Northern Corp ,CZNC,Finance,NASDAQ,United States
Caesars Entertainment Inc. ,CZR,Consumer Discretionary,NASDAQ,United States
Citizens Community Bancorp Inc. ,CZWI,Finance,NASDAQ,United States
Dada Nexus Limited American Depositary Shares,DADA,Technology,NASDAQ,China
Data I/O Corporation ,DAIO,Technology,NASDAQ,United States
Daktronics Inc. ,DAKT,Consumer Discretionary,NASDAQ,United States
DallasNews Corporation Series A ,DALN,Consumer Discretionary,NASDAQ,United States
Dare Bioscience Inc. ,DARE,Health Care,NASDAQ,United States
DoorDash Inc. Class A ,DASH,Industrials,NASDAQ,United States
DatChat Inc. ,DATS,Technology,NASDAQ,United States
DatChat Inc. Series A Warrant,DATSW,Technology,NASDAQ,United States
Dave Inc. Class A ,DAVE,Technology,NASDAQ,United States
Dave Inc. Warrants,DAVEW,Technology,NASDAQ,United States
Day One Biopharmaceuticals Inc. ,DAWN,Health Care,NASDAQ,United States
Digital Brands Group Inc. ,DBGI,Consumer Discretionary,NASDAQ,United States
Digital Brands Group Inc. Warrant,DBGIW,Consumer Discretionary,NASDAQ,United States
DBV Technologies S.A. American Depositary Shares,DBVT,Health Care,NASDAQ,France
Dropbox Inc. Class A ,DBX,Technology,NASDAQ,United States
Docebo Inc. Common Shares,DCBO,,NASDAQ,Canada
Tritium DCFC Limited Ordinary Shares,DCFC,Technology,NASDAQ,Australia
Tritium DCFC Limited Warrant,DCFCW,Technology,NASDAQ,Australia
DocGo Inc. ,DCGO,Health Care,NASDAQ,United States
Dime Community Bancshares Inc. ,DCOM,Finance,NASDAQ,United States
Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,DCOMP,Finance,NASDAQ,United States
Deciphera Pharmaceuticals Inc. ,DCPH,Health Care,NASDAQ,United States
Delcath Systems Inc. ,DCTH,Health Care,NASDAQ,United States
DoubleDown Interactive Co. Ltd. American Depository Shares,DDI,Technology,NASDAQ,South Korea
Datadog Inc. Class A ,DDOG,Technology,NASDAQ,United States
Denali Capital Acquisition Corp. Class A Ordinary Shares,DECA,Finance,NASDAQ,United States
Denny's Corporation ,DENN,Consumer Discretionary,NASDAQ,United States
Journey Medical Corporation ,DERM,Health Care,NASDAQ,United States
Dragonfly Energy Holdings Corp.  (NV),DFLI,Technology,NASDAQ,United States
Dragonfly Energy Holdings Corp. Warrant,DFLIW,Technology,NASDAQ,United States
Digihost Technology Inc. Common Subordinate Voting Shares,DGHI,,NASDAQ,Canada
Donegal Group Inc. Class A ,DGICA,Finance,NASDAQ,United States
Donegal Group Inc. Class B ,DGICB,Finance,NASDAQ,United States
Digi International Inc. ,DGII,Technology,NASDAQ,United States
Digital Ally Inc. ,DGLY,Technology,NASDAQ,United States
Definitive Healthcare Corp. Class A ,DH,Technology,NASDAQ,United States
Digital Health Acquisition Corp. ,DHAC,Health Care,NASDAQ,United States
Diversified Healthcare Trust Common Shares of Beneficial Interest,DHC,Real Estate,NASDAQ,United States
DHC Acquisition Corp. Class A ordinary share,DHCA,Finance,NASDAQ,United States
DHC Acquisition Corp. Unit,DHCAU,Finance,NASDAQ,United States
DHC Acquisition Corp. Warrant,DHCAW,Finance,NASDAQ,United States
Diversified Healthcare Trust 5.625% Senior Notes due 2042,DHCNI,Real Estate,NASDAQ,United States
Diversified Healthcare Trust 6.25% Senior Notes Due 2046,DHCNL,Real Estate,NASDAQ,United States
Diamond Hill Investment Group Inc. Class A ,DHIL,Finance,NASDAQ,United States
1stdibs.com Inc. ,DIBS,Consumer Discretionary,NASDAQ,United States
Diodes Incorporated ,DIOD,Technology,NASDAQ,United States
Disruptive Acquisition Corporation I Class A Ordinary Shares,DISA,Finance,NASDAQ,United States
DISH Network Corporation Class A ,DISH,Telecommunications,NASDAQ,United States
Distoken Acquisition Corporation Ordinary Shares,DIST,Finance,NASDAQ,China
Distoken Acquisition Corporation Right,DISTR,Finance,NASDAQ,China
Distoken Acquisition Corporation Warrant,DISTW,Finance,NASDAQ,China
Daily Journal Corp. (S.C.) ,DJCO,Consumer Discretionary,NASDAQ,United States
DraftKings Inc. Class A ,DKNG,Consumer Discretionary,NASDAQ,United States
DLH Holdings Corp.,DLHC,Consumer Discretionary,NASDAQ,United States
DLocal Limited Class A Common Shares,DLO,Consumer Discretionary,NASDAQ,Uruguay
Dolphin Entertainment Inc. ,DLPN,Consumer Discretionary,NASDAQ,United States
Duluth Holdings Inc. Class B ,DLTH,Consumer Discretionary,NASDAQ,United States
Dollar Tree Inc. ,DLTR,Consumer Discretionary,NASDAQ,United States
DiaMedica Therapeutics Inc. ,DMAC,Health Care,NASDAQ,United States
Deep Medicine Acquisition Corp. Rights,DMAQR,,NASDAQ,United States
DMK Pharmaceuticals Corporation ,DMK,Health Care,NASDAQ,United States
Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,DMLP,Energy,NASDAQ,United States
Digimarc Corporation ,DMRC,Technology,NASDAQ,United States
DermTech Inc. ,DMTK,Health Care,NASDAQ,United States
Denali Therapeutics Inc. ,DNLI,Health Care,NASDAQ,United States
Dianthus Therapeutics Inc. ,DNTH,Health Care,NASDAQ,United States
Krispy Kreme Inc. ,DNUT,Consumer Staples,NASDAQ,United States
DocuSign Inc. ,DOCU,Technology,NASDAQ,United States
Dogness (International) Corporation Class A ,DOGZ,Consumer Discretionary,NASDAQ,China
Dominari Holdings Inc. ,DOMH,Health Care,NASDAQ,United States
Domo Inc. Class B ,DOMO,Technology,NASDAQ,United States
BRP Inc. (Recreational Products) Common Subordinate Voting Shares,DOOO,Consumer Discretionary,NASDAQ,Canada
Dorman Products Inc. ,DORM,Consumer Discretionary,NASDAQ,United States
Amdocs Limited Ordinary Shares,DOX,Technology,NASDAQ,Guernsey
DouYu International Holdings Limited ADS,DOYU,Technology,NASDAQ,China
DP Cap Acquisition Corp I Class A Ordinary Shares,DPCS,Finance,NASDAQ,United States
DP Cap Acquisition Corp I Unit,DPCSU,Finance,NASDAQ,United States
DP Cap Acquisition Corp I Warrants,DPCSW,Finance,NASDAQ,United States
Draganfly Inc. Common Shares,DPRO,Consumer Discretionary,NASDAQ,Canada
Direct Digital Holdings Inc. Class A ,DRCT,Technology,NASDAQ,United States
DarioHealth Corp. ,DRIO,Health Care,NASDAQ,Israel
Dermata Therapeutics Inc. ,DRMA,Health Care,NASDAQ,United States
DURECT Corporation ,DRRX,Health Care,NASDAQ,United States
Leonardo DRS Inc. ,DRS,Industrials,NASDAQ,Israel
Alpha Tau Medical Ltd. Ordinary Shares,DRTS,Health Care,NASDAQ,Israel
Alpha Tau Medical Ltd. Warrant,DRTSW,Health Care,NASDAQ,Israel
Bright Minds Biosciences Inc. ,DRUG,Health Care,NASDAQ,Canada
Driven Brands Holdings Inc. ,DRVN,Consumer Discretionary,NASDAQ,United States
Design Therapeutics Inc. ,DSGN,Health Care,NASDAQ,United States
Distribution Solutions Group Inc. ,DSGR,Consumer Discretionary,NASDAQ,United States
Descartes Systems Group Inc. (The) ,DSGX,Technology,NASDAQ,Canada
Daseke Inc. ,DSKE,Consumer Discretionary,NASDAQ,United States
Viant Technology Inc. Class A ,DSP,Technology,NASDAQ,United States
Deswell Industries Inc. Common Shares,DSWL,Industrials,NASDAQ,Macau
Davis Commodities Limited Ordinary Shares,DTCK,Industrials,NASDAQ,Singapore
Drilling Tools International Corporation ,DTI,Industrials,NASDAQ,United States
Precision BioSciences Inc. ,DTIL,Health Care,NASDAQ,United States
Datasea Inc. ,DTSS,Technology,NASDAQ,China
Data Storage Corporation ,DTST,Technology,NASDAQ,United States
Data Storage Corporation Warrant,DTSTW,Technology,NASDAQ,United States
DUET Acquisition Corp. Class A ,DUET,Finance,NASDAQ,Malaysia
DUET Acquisition Corp. Warrant,DUETW,Finance,NASDAQ,Malaysia
Dune Acquisition Corporation Class A ,DUNE,Finance,NASDAQ,United States
Dune Acquisition Corporation Unit,DUNEU,Finance,NASDAQ,United States
Dune Acquisition Corporation Warrant,DUNEW,Finance,NASDAQ,United States
Fangdd Network Group Ltd. American Depositary Shares,DUO,Finance,NASDAQ,China
Duolingo Inc. Class A ,DUOL,Technology,NASDAQ,United States
Duos Technologies Group Inc. ,DUOT,Technology,NASDAQ,United States
Dynavax Technologies Corporation ,DVAX,Health Care,NASDAQ,United States
Digital World Acquisition Corp. Class A ,DWAC,Technology,NASDAQ,United States
Digital World Acquisition Corp. Units,DWACU,Technology,NASDAQ,United States
Digital World Acquisition Corp. Warrants,DWACW,Technology,NASDAQ,United States
Dawson Geophysical Company ,DWSN,Energy,NASDAQ,United States
DexCom Inc. ,DXCM,Health Care,NASDAQ,United States
Destination XL Group Inc. ,DXLG,Consumer Discretionary,NASDAQ,United States
DXP Enterprises Inc. ,DXPE,Industrials,NASDAQ,United States
Daxor Corporation ,DXR,Health Care,NASDAQ,United States
Dixie Group Inc. (The) ,DXYN,Consumer Discretionary,NASDAQ,United States
Dyadic International Inc. ,DYAI,Health Care,NASDAQ,United States
Dyne Therapeutics Inc. ,DYN,Health Care,NASDAQ,United States
Dynatronics Corporation ,DYNT,Health Care,NASDAQ,United States
DZS Inc. ,DZSI,Utilities,NASDAQ,United States
Electronic Arts Inc. ,EA,Technology,NASDAQ,United States
Edify Acquisition Corp. Class A ,EAC,Finance,NASDAQ,United States
Edify Acquisition Corp. Warrant,EACPW,Finance,NASDAQ,United States
Eargo Inc. ,EAR,Health Care,NASDAQ,United States
Eastside Distilling Inc. ,EAST,Consumer Staples,NASDAQ,United States
eBay Inc. ,EBAY,Consumer Discretionary,NASDAQ,United States
Eastern Bankshares Inc. ,EBC,Finance,NASDAQ,United States
Ebix Inc. ,EBIX,Technology,NASDAQ,United States
Eagle Bancorp Montana Inc. ,EBMT,Finance,NASDAQ,United States
Ebang International Holdings Inc. Class A Ordinary Shares,EBON,Technology,NASDAQ,China
Enterprise Bancorp Inc ,EBTC,Finance,NASDAQ,United States
ECB Bancorp Inc. ,ECBK,Finance,NASDAQ,United States
electroCore Inc. ,ECOR,Health Care,NASDAQ,United States
Encore Capital Group Inc ,ECPG,Finance,NASDAQ,United States
ECARX Holdings Inc. Class A Ordinary shares,ECX,Technology,NASDAQ,China
ECARX Holdings Inc. Warrants,ECXWW,Technology,NASDAQ,China
EDAP TMS S.A. American Depositary Shares,EDAP,Health Care,NASDAQ,France
Edible Garden AG Incorporated ,EDBL,Consumer Staples,NASDAQ,United States
Edible Garden AG Incorporated Warrant,EDBLW,Consumer Staples,NASDAQ,United States
Editas Medicine Inc. ,EDIT,Health Care,NASDAQ,United States
EuroDry Ltd. Common Shares ,EDRY,Consumer Discretionary,NASDAQ,Greece
Edesa Biotech Inc. Common Shares,EDSA,Health Care,NASDAQ,United States
Skillful Craftsman Education Technology Limited Ordinary Share,EDTK,Real Estate,NASDAQ,China
Educational Development Corporation ,EDUC,Consumer Discretionary,NASDAQ,United States
Euronet Worldwide Inc. ,EEFT,Finance,NASDAQ,United States
EpicQuest Education Group International Limited ,EEIQ,Real Estate,NASDAQ,United States
EF Hutton Acquisition Corporation I ,EFHT,Consumer Discretionary,NASDAQ,United States
EF Hutton Acquisition Corporation I Rights,EFHTR,Finance,NASDAQ,United States
EF Hutton Acquisition Corporation I Warrant,EFHTW,Consumer Discretionary,NASDAQ,United States
Energy Focus Inc. ,EFOI,Consumer Discretionary,NASDAQ,United States
Enterprise Financial Services Corporation ,EFSC,Finance,NASDAQ,United States
Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,EFSCP,Finance,NASDAQ,United States
eFFECTOR Therapeutics Inc. ,EFTR,Health Care,NASDAQ,United States
eFFECTOR Therapeutics Inc. Warrant,EFTRW,Health Care,NASDAQ,United States
eGain Corporation ,EGAN,Technology,NASDAQ,United States
Eagle Bancorp Inc. ,EGBN,Finance,NASDAQ,United States
8x8 Inc ,EGHT,Technology,NASDAQ,United States
Edgio Inc. ,EGIO,Consumer Discretionary,NASDAQ,United States
Next.e.GO N.V. Ordinary Shares,EGOX,,NASDAQ,Germany
Eagle Pharmaceuticals Inc. ,EGRX,Health Care,NASDAQ,United States
EHang Holdings Limited ADS,EH,Industrials,NASDAQ,China
eHealth Inc. ,EHTH,Finance,NASDAQ,United States
Eiger BioPharmaceuticals Inc. ,EIGR,Health Care,NASDAQ,United States
E-Home Household Service Holdings Limited Ordinary Shares,EJH,Consumer Discretionary,NASDAQ,China
Ekso Bionics Holdings Inc. ,EKSO,Health Care,NASDAQ,United States
Elevai Labs Inc. ,ELAB,,NASDAQ,United States
Electra Battery Materials Corporation ,ELBM,Miscellaneous,NASDAQ,Canada
Eledon Pharmaceuticals Inc. ,ELDN,Health Care,NASDAQ,United States
Elevation Oncology Inc. ,ELEV,Health Care,NASDAQ,United States
Electro-Sensors Inc. ,ELSE,Industrials,NASDAQ,United States
Eltek Ltd. Ordinary Shares,ELTK,Technology,NASDAQ,Israel
Elicio Therapeutics Inc. ,ELTX,Health Care,NASDAQ,United States
Elutia Inc. Class A ,ELUT,Health Care,NASDAQ,United States
Electrovaya Inc. Common Shares,ELVA,,NASDAQ,Canada
Enliven Therapeutics Inc. ,ELVN,Health Care,NASDAQ,United States
Earlyworks Co. Ltd. American Depositary Shares,ELWS,,NASDAQ,Japan
Eliem Therapeutics Inc ,ELYM,Health Care,NASDAQ,United States
Smart Share Global Limited American Depositary Shares,EM,Consumer Discretionary,NASDAQ,China
Embecta Corp. ,EMBC,Health Care,NASDAQ,United States
Embrace Change Acquisition Corp Rights,EMCGR,Finance,NASDAQ,United States
EMCORE Corporation ,EMKR,Technology,NASDAQ,United States
Eastern Company (The) ,EML,Consumer Discretionary,NASDAQ,United States
FTAC Emerald Acquisition Corp. Class A ,EMLD,Finance,NASDAQ,United States
FTAC Emerald Acquisition Corp. Warrant,EMLDW,Finance,NASDAQ,United States
Energem Corp Class A Ordinary Shares,ENCP,Energy,NASDAQ,Malaysia
Energem Corp Unit,ENCPU,Energy,NASDAQ,Malaysia
Energem Corp Warrant,ENCPW,Energy,NASDAQ,Malaysia
Accretion Acquisition Corp. ,ENER,Finance,NASDAQ,United States
Accretion Acquisition Corp. Right,ENERR,Finance,NASDAQ,United States
Accretion Acquisition Corp. Warrant,ENERW,Finance,NASDAQ,United States
ENGlobal Corporation ,ENG,Consumer Discretionary,NASDAQ,United States
enGene Holdings Inc. ,ENGN,,NASDAQ,Canada
enGene Holdings Inc. Warrants,ENGNW,,NASDAQ,Canada
Enlight Renewable Energy Ltd. Ordinary Shares,ENLT,,NASDAQ,Israel
Enlivex Therapeutics Ltd. Ordinary Shares,ENLV,Health Care,NASDAQ,Israel
Enphase Energy Inc. ,ENPH,Technology,NASDAQ,United States
Ensysce Biosciences Inc. ,ENSC,Health Care,NASDAQ,United States
The Ensign Group Inc. ,ENSG,Health Care,NASDAQ,United States
Enanta Pharmaceuticals Inc. ,ENTA,Health Care,NASDAQ,United States
Entegris Inc. ,ENTG,Technology,NASDAQ,United States
Entera Bio Ltd. Ordinary Shares,ENTX,Health Care,NASDAQ,Israel
Enveric Biosciences Inc. ,ENVB,Health Care,NASDAQ,United States
Enovix Corporation ,ENVX,Miscellaneous,NASDAQ,United States
Evolus Inc. ,EOLS,Health Care,NASDAQ,United States
Eos Energy Enterprises Inc. Class A ,EOSE,Miscellaneous,NASDAQ,United States
Eos Energy Enterprises Inc. Warrant,EOSEW,Miscellaneous,NASDAQ,United States
ESSA Pharma Inc. ,EPIX,Health Care,NASDAQ,Canada
Sunrise New Energy Co. Ltd Ordinary Shares,EPOW,Consumer Discretionary,NASDAQ,China
Epsilon Energy Ltd. Common Share,EPSN,Energy,NASDAQ,United States
Equillium Inc. ,EQ,Health Care,NASDAQ,United States
Equinix Inc.  REIT,EQIX,Real Estate,NASDAQ,United States
Erasca Inc. ,ERAS,Health Care,NASDAQ,United States
Ericsson American Depositary Shares,ERIC,Technology,NASDAQ,Sweden
Erie Indemnity Company Class A ,ERIE,Finance,NASDAQ,United States
Energy Recovery Inc. ,ERII,Technology,NASDAQ,United States
Eterna Therapeutics Inc. ,ERNA,Health Care,NASDAQ,United States
ESGEN Acquisition Corporation Class A Ordinary Shares,ESAC,Finance,NASDAQ,United States
Escalade Incorporated ,ESCA,Consumer Discretionary,NASDAQ,United States
Euroseas Ltd.  (Marshall Islands),ESEA,Consumer Discretionary,NASDAQ,Greece
ESGL Holdings Limited Ordinary Shares,ESGL,,NASDAQ,Singapore
ESGL Holdings Limited Warrants,ESGLW,,NASDAQ,Singapore
Enstar Group Limited Ordinary Shares,ESGR,Finance,NASDAQ,Bermuda
Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,ESGRO,Finance,NASDAQ,Bermuda
Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,ESGRP,Finance,NASDAQ,Bermuda
ESH Acquisition Corp. Class A ,ESHA,Finance,NASDAQ,United States
ESH Acquisition Corp. Right,ESHAR,Finance,NASDAQ,United States
Estrella Immunopharma Inc. ,ESLA,Health Care,NASDAQ,United States
Estrella Immunopharma Inc. Warrant,ESLAW,Health Care,NASDAQ,United States
Elbit Systems Ltd. Ordinary Shares,ESLT,Industrials,NASDAQ,Israel
Energy Services of America Corporation ,ESOA,Industrials,NASDAQ,United States
Esperion Therapeutics Inc. ,ESPR,Health Care,NASDAQ,United States
Esquire Financial Holdings Inc. ,ESQ,Finance,NASDAQ,United States
ESSA Bancorp Inc. ,ESSA,Finance,NASDAQ,United States
Establishment Labs Holdings Inc. Common Shares,ESTA,Health Care,NASDAQ,Costa Rica
Etao International Co. Ltd. Ordinary Shares,ETAO,Finance,NASDAQ,United States
89bio Inc. ,ETNB,Health Care,NASDAQ,United States
Eton Pharmaceuticals Inc. ,ETON,Health Care,NASDAQ,United States
Etsy Inc. ,ETSY,Consumer Discretionary,NASDAQ,United States
EUDA Health Holdings Limited Ordinary Shares,EUDA,Finance,NASDAQ,Singapore
EUDA Health Holdings Limited Warrant,EUDAW,,NASDAQ,Singapore
Evaxion Biotech A/S American Depositary Share,EVAX,Health Care,NASDAQ,Denmark
Everbridge Inc. ,EVBG,Technology,NASDAQ,United States
EverCommerce Inc. ,EVCM,Technology,NASDAQ,United States
EverQuote Inc. Class A ,EVER,Technology,NASDAQ,United States
Evogene Ltd Ordinary Shares,EVGN,Industrials,NASDAQ,Israel
EVgo Inc. Class A ,EVGO,Consumer Discretionary,NASDAQ,United States
EVgo Inc. Warrants,EVGOW,Consumer Discretionary,NASDAQ,United States
Evergreen Corporation Class A Ordinary Share,EVGR,Finance,NASDAQ,Malaysia
Evelo Biosciences Inc. ,EVLO,Health Care,NASDAQ,United States
Evolv Technologies Holdings Inc. Class A ,EVLV,Technology,NASDAQ,United States
Evolv Technologies Holdings Inc. Warrant,EVLVW,Technology,NASDAQ,United States
Evotec SE American Depositary Shares,EVO,Health Care,NASDAQ,Germany
Evoke Pharma Inc. ,EVOK,Health Care,NASDAQ,United States
Evergy Inc. ,EVRG,Utilities,NASDAQ,United States
Envirotech Vehicles Inc. ,EVTV,Consumer Discretionary,NASDAQ,United States
East West Bancorp Inc. ,EWBC,Finance,NASDAQ,United States
European Wax Center Inc. Class A ,EWCZ,Consumer Discretionary,NASDAQ,United States
Edgewise Therapeutics Inc. ,EWTX,Health Care,NASDAQ,United States
Exscientia Plc American Depositary Shares,EXAI,Health Care,NASDAQ,United Kingdom
Exact Sciences Corporation ,EXAS,Health Care,NASDAQ,United States
Exelon Corporation ,EXC,Utilities,NASDAQ,United States
Exelixis Inc. ,EXEL,Health Care,NASDAQ,United States
Expensify Inc. Class A ,EXFY,Technology,NASDAQ,United States
ExlService Holdings Inc. ,EXLS,Consumer Discretionary,NASDAQ,United States
Expedia Group Inc. ,EXPE,Consumer Discretionary,NASDAQ,United States
eXp World Holdings Inc. ,EXPI,Finance,NASDAQ,United States
Exponent Inc. ,EXPO,Consumer Discretionary,NASDAQ,United States
Extreme Networks Inc. ,EXTR,Telecommunications,NASDAQ,United States
National Vision Holdings Inc. ,EYE,Health Care,NASDAQ,United States
Eyenovia Inc. ,EYEN,Health Care,NASDAQ,United States
EyePoint Pharmaceuticals Inc. ,EYPT,Industrials,NASDAQ,United States
EzFill Holdings Inc. ,EZFL,Technology,NASDAQ,United States
EZGO Technologies Ltd. Ordinary Shares,EZGO,Consumer Discretionary,NASDAQ,China
EZCORP Inc. Class A Non Voting ,EZPW,Consumer Discretionary,NASDAQ,United States
First Advantage Corporation ,FA,Consumer Discretionary,NASDAQ,United States
Farmmi Inc. Ordinary Shares,FAMI,Consumer Staples,NASDAQ,China
Diamondback Energy Inc. ,FANG,Energy,NASDAQ,United States
Fanhua Inc. American Depositary Shares,FANH,Finance,NASDAQ,China
Farmer Brothers Company ,FARM,Consumer Staples,NASDAQ,United States
FARO Technologies Inc. ,FARO,Industrials,NASDAQ,United States
Fastenal Company ,FAST,Consumer Discretionary,NASDAQ,United States
FAT Brands Inc. Class A ,FAT,Consumer Discretionary,NASDAQ,United States
FAT Brands Inc. Class B ,FATBB,Consumer Discretionary,NASDAQ,United States
FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,FATBP,Consumer Discretionary,NASDAQ,United States
FAT Brands Inc. Warrant,FATBW,Consumer Discretionary,NASDAQ,United States
Fate Therapeutics Inc. ,FATE,Health Care,NASDAQ,United States
FaZe Holdings Inc. ,FAZE,Industrials,NASDAQ,United States
FaZe Holdings Inc. Warrant,FAZEW,Industrials,NASDAQ,United States
Fortress Biotech Inc. ,FBIO,Health Care,NASDAQ,United States
Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,FBIOP,Health Care,NASDAQ,United States
